TC_ID,Url,UserName,Password,Email,Product,Summary,AccountId,Assets,SRType,AccountName,PDQ,Region,Status,Owner,SubProduct,Module,Severity,Version,RootCause,ChangeRequestNo,To,Body,SRNumber,SubStatus,AttachmentName,FileName,IsPublic,IsRD,Description,SupportPortalPwd,Srnotificationlist,SR_Notifications,Owner_ID,Sitenew,SiteUpdate,Date,Publish_Internal,Publish_External,Days,UserName1,Password1,AttachmentFlag,SupportFilename,SR_Status,SR_Substatus,SR_Type
TC43,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,ricky.gervais@guerrillamail.com,Toad for Oracle,Test SR creation for Foglight,1-IKEBPR,,Support,,,,,,,,Level 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC44,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,Art.Cognizant8@gmail.com,BridgeWare,Test SR creation for InTrust,1-IKEBPR,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC45,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,butters.scotch@guerrillamail.com,SQL Navigator for Oracle,Test SR creation for Shareplex,1-FZGBB3,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC46,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,Test SR creation for Toad for Oracle,1-FZGBV2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support Admin
TC47,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vidya.krishnamarne@cognizant.com,Toad for Oracle,Support SR Creation,,,,,SR - TfO Open Unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC48,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,ETHAN_RUMBLE,ETHAN_RUMBLE,vidya.krishnamarne@cognizant.com,Toad for Oracle,License SR Creation,,,,,SR - TfO Open Unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC49,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,ETHAN_RUMBLE,ETHAN_RUMBLE,vidya.krishnamarne@cognizant.com,Toad for Oracle,License SR Creation,,,,,SR - TfO Open Unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC50,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,Art.Cognizant1@gmail.com,SQL Navigator for Oracle,Test SR creation for SQL Navigator for Oracle,,,,,,,,,,,,6.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC51,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,art.cognizant1@gmail.com,SQL Navigator for Oracle,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC52,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,SR - TfO Open Unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC53,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC54,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC55,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC56,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC57,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ENGINEER,SUPPORT_ENGINEER,,,,,,,,SR - TfO Open Unassigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC58,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC59,http://siebeluat/dbsupport_enu/start.swe?SWECmd=AutoOn,SUPPORT_ADMIN,SUPPORT_ADMIN,vtestweb7@cognizant.com,Toad for Oracle,,1-D7T16Z,,,,SR - TfO Open Unassigned,AMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
